Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
275,2023-04-08,CUST275,Male,43.0,Clothing,2,500.0,1000.0
965,2023-11-09,CUST965,Male,22.0,Clothing,4,50.0,200.0
70,2023-02-21,CUST070,Female,43.0,Clothing,1,300.0,300.0
292,2023-02-17,CUST292,Male,20.0,Beauty,4,300.0,1200.0
132,2023-09-10,CUST132,Male,42.0,Electronics,4,50.0,
301,2023-03-26,CUST301,Male,30.0,Clothing,4,30.0,120.0
606,2023-05-05,CUST606,Male,22.0,Electronics,1,50.0,50.0
327,2023-09-29,CUST327,,57.0,electronics,3,50.0,150.0
145,2023-11-02,CUST145,Female,39.0,Clothing,3,25.0,75.0
899,2023-05-25,CUST899,Male,26.0,Clothing,2,300.0,600.0
239,2023-06-19,CUST239,Male,38.0,Electronics,3,500.0,1500.0
669,2023-06-19,CUST669,Male,24.0,Beauty,4,300.0,1200.0
136,2023-03-20,CUST136,Male,,Electronics,2,300.0,600.0
452,2023-05-08,CUST452,,48.0,Clothing,3,500.0,
165,2023-09-14,CUST165,Female,60.0,Clothing,4,300.0,2028.0842554800663
29,2023-08-18,CUST029,Female,42.0,Electronics,1,30.0,30.0
588,2023-04-26,CUST588,Male,38.0,Electronics,2,30.0,60.0
194,,CUST194,Male,55.0,Clothing,4,50.0,200.0
430,2023-08-07,CUST430,,43.0,Electronics,3,300.0,900.0
666,2023-02-02,CUST666,Male,51.0,Electronics,3,50.0,150.0
987,2023-04-29,CUST987,Female,30.0,Clothing,3,300.0,900.0
170,2023-06-02,CUST170,Female,25.0,Clothing,2,25.0,50.0
526,2023-12-10,CUST526,Male,33.0,Clothing,2,50.0,100.0
141,not-a-date,CUST141,Female,22.0,Electronics,1,50.0,84.50351064500276
174,2023-04-12,CUST174,Female,39.0,Beauty,1,300.0,300.0
7,2023-03-13,CUST007,Male,46.0,,2,25.0,50.0
765,2023-06-09,CUST765,Male,43.0,Clothing,4,,200.0
520,2023-12-29,CUST520,Female,49.0,Electronics,4,25.0,100.0
679,2023-01-11,CUST679,Female,18.0,beauty,3,30.0,90.0
74,2023-11-22,CUST074,female,18.0,Beauty,4,500.0,2000.0
714,2023-02-12,CUST714,Female,18.0,Clothing,1,500.0,500.0
676,2023-07-19,CUST676,Male,63.0,Electronics,3,500.0,1500.0
239,2023-06-19,CUST239,Male,38.0,Electronics,3,500.0,1500.0
146,2023-08-28,CUST146,Male,38.0,Clothing,4,50.0,
824,2023-05-05,CUST824,Male,63.0,Clothing,4,30.0,120.0
235,2023-01-31,CUST235,Female,23.0,,2,500.0,1000.0
221,2023-05-07,CUST221,Male,39.0,Beauty,2,300.0,600.0
215,2023-11-29,CUST215,Male,58.0,Clothing,3,500.0,1500.0
689,2023-10-07,CUST689,Male,57.0,Electronics,2,50.0,100.0
133,2023-02-16,CUST133,Male,20.0,Electronics,3,300.0,900.0
666,2023-02-02,CUST666,Male,51.0,Electronics,3,50.0,150.0
458,2023-11-14,CUST458,Female,39.0,Electronics,4,25.0,100.0
685,2023-06-02,CUST685,Male,57.0,Electronics,2,25.0,50.0
423,2023-03-08,CUST423,Female,27.0,Clothing,1,25.0,25.0
186,2023-07-05,CUST186,Male,20.0,Clothing,4,50.0,200.0
42,2023-02-17,CUST042,Male,22.0,Clothing,3,300.0,900.0
639,2023-05-13,CUST639,Female,62.0,Beauty,4,,200.0
109,2023-10-18,CUST109,Female,34.0,Electronics,4,500.0,2000.0
617,2023-08-26,CUST617,Male,34.0,Electronics,1,30.0,30.0
57,2023-11-18,CUST057,Female,63.0,beauty,1,30.0,30.0
450,2023-04-18,CUST450,Female,,Beauty,2,25.0,50.0
774,2023-04-12,CUST774,Female,40.0,Clothing,2,25.0,50.0
590,2023-03-17,CUST590,Male,36.0,Clothing,3,300.0,900.0
896,2023-10-29,CUST896,Female,30.0,Electronics,2,25.0,50.0
436,2023-03-18,CUST436,Female,,Clothing,4,30.0,120.0
25,2023-12-26,CUST025,Female,64.0,Beauty,1,50.0,50.0
811,not-a-date,CUST811,Male,,Beauty,2,25.0,50.0
495,2023-07-24,CUST495,Male,24.0,Beauty,2,30.0,60.0
827,2023-11-09,CUST827,Male,-1.0,Beauty,3,300.0,900.0
982,2023-12-19,CUST982,Female,46.0,Beauty,3,30.0,90.0
929,2023-01-27,CUST929,,23.0,Beauty,3,25.0,75.0
966,2023-02-20,CUST966,Male,60.0,Electronics,2,500.0,1000.0
339,2023-03-03,CUST339,Female,22.0,Electronics,2,,50.0
52,2023-03-05,CUST052,Female,36.0,Beauty,1,300.0,300.0
384,2023-08-13,CUST384,Male,55.0,Clothing,1,500.0,500.0
540,2023-12-08,CUST540,Female,46.0,,3,300.0,900.0
992,2023-08-21,CUST992,Female,57.0,Electronics,2,30.0,60.0
661,2023-07-16,CUST661,Female,44.0,Clothing,4,25.0,100.0
964,2023-01-31,CUST964,Male,24.0,clothing,3,300.0,900.0
265,2023-12-11,CUST265,Male,55.0,Clothing,3,300.0,900.0
955,2023-07-14,CUST955,Male,58.0,Clothing,1,25.0,25.0
742,2023-01-21,CUST742,Female,,Electronics,4,500.0,2000.0
713,2023-01-14,CUST713,Male,34.0,Beauty,3,25.0,75.0
445,2023-01-22,CUST445,Female,53.0,Electronics,1,300.0,300.0
396,2023-02-23,CUST396,Female,55.0,beauty,1,30.0,30.0
542,2023-06-17,CUST542,,20.0,Beauty,1,50.0,50.0
496,2023-12-14,CUST496,Male,23.0,Clothing,2,300.0,600.0
19,2023-09-16,CUST019,Female,62.0,Clothing,2,25.0,50.0
747,2023-11-15,CUST747,male,23.0,Beauty,1,30.0,30.0
523,2023-09-24,CUST523,Female,62.0,Electronics,1,300.0,300.0
595,2023-11-09,CUST595,Female,18.0,Clothing,4,500.0,2000.0
480,2023-06-29,CUST480,Female,42.0,Beauty,4,500.0,2000.0
368,2023-08-23,CUST368,Female,56.0,clothing,4,300.0,1200.0
84,2023-11-28,CUST084,Female,38.0,Electronics,3,30.0,90.0
62,2023-12-27,CUST062,Male,18.0,Beauty,2,50.0,100.0
484,2023-01-13,CUST484,Female,19.0,Clothing,4,300.0,1200.0
273,2023-05-08,CUST273,Female,22.0,Beauty,1,50.0,50.0
286,2023-10-09,CUST286,Male,,Electronics,2,25.0,50.0
361,2023-12-10,CUST361,Female,34.0,Electronics,4,300.0,1200.0
355,2023-12-09,CUST355,Female,55.0,Electronics,1,500.0,500.0
612,2023-08-06,CUST612,Female,61.0,,1,500.0,500.0
279,2023-08-05,CUST279,Male,50.0,Clothing,1,500.0,500.0
13,2023-08-05,CUST013,Male,22.0,Electronics,3,500.0,1500.0
183,2023-09-08,CUST183,Female,43.0,Beauty,3,300.0,900.0
369,2023-11-15,CUST369,Male,23.0,Electronics,3,500.0,1500.0
528,2023-07-06,CUST528,Female,36.0,Clothing,2,30.0,60.0
644,2023-09-06,CUST644,Male,23.0,Beauty,-3,25.0,75.0
224,2023-06-23,,Female,25.0,Clothing,1,50.0,50.0
600,2023-10-22,CUST600,Female,59.0,Beauty,2,500.0,1000.0
766,2023-02-25,CUST766,Male,38.0,,3,300.0,900.0
707,2023-10-01,CUST707,Female,26.0,Clothing,1,500.0,500.0
571,2023-12-12,,Female,41.0,electronics,1,50.0,
487,2023-07-24,CUST487,Male,44.0,Clothing,4,500.0,2000.0
466,2023-06-20,CUST466,Male,63.0,Electronics,4,25.0,100.0
933,2023-02-03,CUST933,Male,22.0,Beauty,1,30.0,30.0
637,2023-09-01,CUST637,Male,43.0,Clothing,2,300.0,600.0
177,2023-03-24,CUST177,Male,45.0,Beauty,2,50.0,100.0
696,2023-09-06,CUST696,Female,50.0,Clothing,4,50.0,200.0
656,2023-10-04,CUST656,Male,29.0,Beauty,3,30.0,90.0
614,2023-04-01,CUST614,female,39.0,Beauty,4,300.0,1200.0
457,2023-07-28,CUST457,Female,58.0,beauty,3,300.0,900.0
545,2023-06-01,CUST545,Male,27.0,Clothing,2,25.0,50.0
394,2023-06-03,CUST394,,27.0,Clothing,1,500.0,500.0
164,2023-05-15,CUST164,,47.0,Beauty,3,500.0,1500.0
249,2023-10-20,CUST249,Male,20.0,Clothing,1,50.0,50.0
663,2023-03-20,CUST663,Male,23.0,Clothing,4,300.0,1200.0
921,2023-01-07,CUST921,Male,51.0,Electronics,3,25.0,75.0
998,2023-10-29,CUST998,Female,23.0,Beauty,4,25.0,100.0
376,2023-05-16,,Female,64.0,Beauty,1,30.0,30.0
413,2023-09-08,CUST413,Female,44.0,Beauty,3,25.0,75.0
75,2023-07-06,CUST075,Male,61.0,Beauty,4,50.0,200.0
917,2023-03-06,CUST917,Female,57.0,Electronics,4,50.0,200.0
114,2023-07-22,CUST114,Female,22.0,Beauty,4,25.0,100.0
501,not-a-date,CUST501,Male,39.0,Electronics,2,30.0,60.0
586,2023-12-11,CUST586,Male,50.0,Electronics,1,50.0,50.0
115,2023-11-26,CUST115,Male,,Clothing,3,500.0,1500.0
418,2023-08-05,CUST418,Female,60.0,Electronics,2,500.0,1000.0
90,2023-05-06,CUST090,Female,51.0,Electronics,1,30.0,30.0
959,2023-10-29,CUST959,Female,42.0,,2,30.0,60.0
902,2023-06-01,CUST902,Female,54.0,Beauty,1,50.0,50.0
634,2023-10-08,CUST634,Male,60.0,Electronics,4,500.0,2000.0
678,2023-12-23,CUST678,Female,60.0,Electronics,3,300.0,900.0
12,2023-10-30,CUST012,Male,35.0,Beauty,3,25.0,75.0
397,2023-03-10,CUST397,Female,30.0,Beauty,1,25.0,25.0
558,2023-10-08,CUST558,female,41.0,Clothing,1,25.0,25.0
43,2023-07-14,CUST043,Female,48.0,Clothing,1,300.0,300.0
168,2023-02-24,CUST168,Male,-1.0,Clothing,1,300.0,300.0
417,2023-11-21,CUST417,male,43.0,Electronics,3,300.0,900.0
788,2023-06-27,CUST788,Female,52.0,Beauty,3,300.0,900.0
427,2023-08-15,CUST427,Male,25.0,Electronics,1,25.0,25.0
918,2023-11-23,CUST918,Female,42.0,Electronics,3,30.0,90.0
26,2023-10-07,CUST026,Female,28.0,Electronics,2,500.0,1000.0
715,not-a-date,CUST715,Female,42.0,Beauty,4,25.0,100.0
732,2023-02-11,CUST732,Male,61.0,Electronics,2,500.0,1000.0
258,2023-12-04,CUST258,Female,37.0,Clothing,1,,50.0
336,2023-12-12,CUST336,Female,52.0,Beauty,3,50.0,150.0
16,2023-02-17,CUST016,Male,19.0,Clothing,3,500.0,1500.0
658,2023-03-12,CUST658,Male,59.0,Clothing,1,25.0,25.0
325,2023-09-02,CUST325,Female,52.0,Electronics,2,25.0,50.0
790,2023-08-08,CUST790,Male,62.0,Clothing,1,25.0,25.0
223,2023-02-02,CUST223,Female,64.0,clothing,1,25.0,25.0
180,2023-01-01,CUST180,Male,41.0,Clothing,3,300.0,900.0
100,2023-06-16,CUST100,Male,41.0,Electronics,1,30.0,30.0
522,2023-01-01,CUST522,Male,46.0,beauty,3,500.0,1500.0
23,2023-04-12,CUST023,Female,35.0,Clothing,4,30.0,120.0
357,2023-05-03,CUST357,Female,40.0,Electronics,3,25.0,75.0
697,2023-01-15,CUST697,,53.0,,1,500.0,500.0
897,2023-09-26,CUST897,Female,64.0,Electronics,2,50.0,100.0
341,2023-05-07,CUST341,Male,31.0,Clothing,4,50.0,338.01404258001105
432,2023-01-05,CUST432,female,60.0,Electronics,2,500.0,1000.0
577,2023-02-13,CUST577,Male,21.0,Beauty,4,500.0,2000.0
868,,CUST868,female,25.0,Electronics,1,300.0,300.0
204,2023-09-28,CUST204,Male,39.0,Beauty,1,25.0,25.0
737,2023-06-29,CUST737,Female,33.0,Clothing,1,50.0,50.0
94,2023-05-19,CUST094,,47.0,Beauty,2,500.0,1000.0
584,not-a-date,CUST584,Female,27.0,Beauty,4,50.0,200.0
69,2023-04-30,CUST069,Female,56.0,Beauty,3,25.0,75.0
651,2023-05-27,CUST651,Male,51.0,Clothing,3,50.0,150.0
285,2023-08-15,CUST285,Female,31.0,Electronics,1,25.0,25.0
837,2023-07-01,CUST837,Male,18.0,Beauty,3,30.0,90.0
435,2023-12-20,CUST435,Female,30.0,Beauty,3,300.0,900.0
154,2023-10-02,CUST154,Male,51.0,Electronics,3,300.0,900.0
76,2023-03-25,CUST076,Female,22.0,Electronics,2,50.0,100.0
762,2023-11-07,CUST762,Female,24.0,Electronics,2,25.0,50.0
447,2023-07-06,CUST447,Male,22.0,Beauty,4,500.0,2000.0
189,2023-01-30,CUST189,Male,63.0,Beauty,1,50.0,50.0
272,not-a-date,CUST272,Female,61.0,Electronics,2,50.0,100.0
237,2023-02-04,CUST237,female,50.0,beauty,2,500.0,1000.0
488,2023-06-18,CUST488,Female,51.0,Electronics,3,300.0,
560,2023-06-05,CUST560,Female,25.0,Electronics,1,50.0,50.0
118,2023-05-16,CUST118,Female,30.0,Electronics,4,500.0,3380.1404258001107
852,2023-10-12,CUST852,Female,41.0,Clothing,1,300.0,300.0
513,2023-09-19,CUST513,Male,24.0,Electronics,4,25.0,100.0
579,2023-09-21,CUST579,Female,38.0,Electronics,1,30.0,30.0
828,2023-12-09,CUST828,Female,33.0,Electronics,4,300.0,1200.0
127,2023-07-24,CUST127,Female,33.0,Clothing,2,25.0,50.0
117,2023-03-15,CUST117,Male,19.0,Electronics,2,500.0,1690.0702129000554
474,2023-07-15,CUST474,Female,26.0,Clothing,3,500.0,1500.0
724,2023-04-19,CUST724,Male,61.0,Clothing,3,50.0,150.0
58,2023-11-13,CUST058,Male,18.0,Clothing,4,300.0,1200.0
705,2023-03-07,CUST705,,60.0,Electronics,2,25.0,50.0
949,2023-08-02,CUST949,Female,41.0,Electronics,2,25.0,50.0
370,2023-10-16,CUST370,Male,23.0,Electronics,2,30.0,60.0
269,not-a-date,CUST269,Male,25.0,Clothing,4,500.0,2000.0
47,2023-11-06,CUST047,Female,40.0,Beauty,3,500.0,1500.0
350,2023-10-17,CUST350,Male,25.0,Beauty,3,25.0,75.0
196,2023-09-30,CUST196,Female,32.0,Clothing,3,300.0,900.0
103,2023-01-17,CUST103,Female,59.0,Clothing,1,25.0,42.25175532250138
869,2023-10-25,CUST869,Male,37.0,Beauty,3,500.0,1500.0
722,2023-07-14,CUST722,Male,20.0,Beauty,3,300.0,900.0
768,2023-01-14,CUST768,Female,24.0,Beauty,3,25.0,75.0
264,2023-01-28,CUST264,Male,47.0,Clothing,3,300.0,900.0
444,2023-03-07,CUST444,Female,61.0,Clothing,3,30.0,90.0
706,2023-11-15,CUST706,Male,51.0,Electronics,4,25.0,100.0
305,2023-05-16,CUST305,Female,18.0,Beauty,1,30.0,30.0
342,2023-10-24,CUST342,Female,43.0,Clothing,4,500.0,2000.0
627,2023-10-14,CUST627,Male,57.0,Clothing,1,50.0,50.0
755,2023-04-22,CUST755,Female,58.0,Clothing,3,25.0,75.0
150,2023-01-06,CUST150,Female,58.0,Electronics,4,30.0,120.0
125,,CUST125,Male,48.0,Clothing,2,50.0,169.00702129000553
818,2023-05-18,CUST818,Male,,Electronics,1,,500.0
856,2023-11-27,CUST856,Male,54.0,Electronics,4,30.0,120.0
51,2023-10-02,CUST051,Male,27.0,beauty,3,25.0,75.0
354,2023-04-15,CUST354,Female,49.0,Beauty,4,50.0,200.0
967,2023-04-17,CUST967,Male,62.0,Beauty,1,25.0,25.0
143,2023-07-17,CUST143,,45.0,clothing,1,50.0,50.0
471,2023-03-23,CUST471,Male,32.0,Clothing,3,50.0,150.0
400,2023-02-24,CUST400,Male,53.0,Clothing,4,50.0,200.0
654,2023-06-21,CUST654,Male,42.0,Clothing,3,25.0,75.0
321,2023-06-10,CUST321,Female,26.0,Electronics,2,25.0,50.0
20,not-a-date,CUST020,male,22.0,Clothing,3,300.0,900.0
843,2023-05-22,CUST843,Male,21.0,Beauty,3,500.0,1500.0
947,2023-03-02,CUST947,Male,,Beauty,1,300.0,300.0
842,,CUST842,Female,47.0,Clothing,2,300.0,600.0
408,2023-04-15,CUST408,Female,64.0,,1,500.0,500.0
538,2023-09-17,CUST538,Male,18.0,Clothing,3,50.0,150.0
880,2023-08-21,CUST880,Male,22.0,Beauty,2,500.0,1000.0
39,2023-04-21,CUST039,Male,23.0,Clothing,4,30.0,120.0
176,2023-07-11,CUST176,Female,43.0,Beauty,2,,100.0
246,2023-04-20,CUST246,Female,-1.0,Electronics,2,25.0,50.0
938,2023-11-19,CUST938,Male,49.0,Clothing,4,50.0,200.0
698,2023-07-19,CUST698,Female,64.0,Electronics,1,300.0,300.0
786,2023-10-17,CUST786,Male,48.0,Clothing,4,25.0,100.0
894,2023-09-05,CUST894,Male,52.0,electronics,1,30.0,30.0
155,2023-05-17,CUST155,male,31.0,Electronics,4,500.0,3380.1404258001107
288,2023-01-26,,Male,28.0,Clothing,4,30.0,120.0
631,2023-11-10,CUST631,Male,56.0,Electronics,3,30.0,90.0
570,2023-08-15,CUST570,,49.0,Clothing,1,500.0,500.0
775,2023-02-08,CUST775,Female,46.0,Electronics,4,25.0,100.0
18,2023-04-30,CUST018,Female,47.0,Electronics,2,25.0,50.0
128,2023-07-05,CUST128,Male,25.0,Beauty,1,500.0,500.0
323,2023-01-26,CUST323,Female,29.0,Beauty,3,300.0,1521.06319161005
256,2023-02-18,CUST256,,23.0,Clothing,2,500.0,1000.0
993,2023-02-06,CUST993,Female,48.0,Electronics,3,50.0,150.0
229,2023-10-29,CUST229,Male,58.0,Beauty,3,30.0,90.0
191,2023-10-18,CUST191,Male,64.0,Beauty,1,25.0,25.0
116,2023-08-23,CUST116,Female,23.0,Clothing,1,30.0,30.0
645,2023-11-17,CUST645,Female,,Electronics,4,30.0,120.0
607,2023-03-17,CUST607,Male,54.0,Clothing,3,25.0,75.0
181,2023-11-03,CUST181,Male,19.0,Electronics,4,300.0,1200.0
302,2023-07-14,CUST302,Male,57.0,Beauty,2,300.0,600.0
791,2023-12-05,CUST791,Female,51.0,Beauty,1,25.0,25.0
744,2023-05-07,CUST744,Male,40.0,Electronics,1,,25.0
755,2023-04-22,CUST755,Female,58.0,Clothing,3,25.0,75.0
716,2023-08-08,CUST716,Female,60.0,Clothing,4,300.0,1200.0
793,2023-02-05,CUST793,Male,54.0,Beauty,1,30.0,30.0
518,2023-05-11,CUST518,Female,40.0,Clothing,1,30.0,30.0
373,2023-10-03,CUST373,Female,25.0,Beauty,2,300.0,600.0
46,2023-06-26,CUST046,Female,20.0,Electronics,4,300.0,1200.0
946,2023-05-08,CUST946,Male,62.0,Electronics,4,500.0,2000.0
158,2023-02-27,CUST158,Female,44.0,Electronics,2,300.0,600.0
961,2023-06-06,CUST961,Male,53.0,Beauty,4,50.0,200.0
172,2023-09-17,CUST172,Male,32.0,Beauty,2,25.0,50.0
17,2023-04-22,CUST017,female,27.0,Clothing,4,25.0,100.0
512,2023-11-07,CUST512,female,57.0,Beauty,1,25.0,42.25175532250138
49,2023-01-23,CUST049,Female,54.0,electronics,2,500.0,1000.0
559,2023-01-01,CUST559,Female,40.0,Clothing,4,300.0,1200.0
875,2023-08-06,CUST875,Female,51.0,Electronics,4,500.0,2000.0
516,2023-10-23,CUST516,Male,30.0,Beauty,4,25.0,100.0
717,2023-03-11,CUST717,Male,57.0,clothing,1,500.0,500.0
481,2023-06-06,CUST481,Female,43.0,Electronics,4,300.0,1200.0
284,2023-02-08,CUST284,Male,,Clothing,4,50.0,200.0
750,2023-03-06,CUST750,Female,35.0,Clothing,3,25.0,75.0
866,2023-05-05,CUST866,,24.0,Electronics,1,50.0,50.0
226,2023-10-29,CUST226,Female,61.0,Clothing,1,50.0,50.0
27,2023-08-03,CUST027,Female,38.0,Beauty,2,25.0,50.0
814,2023-09-05,CUST814,Female,59.0,Clothing,1,500.0,500.0
438,2023-01-19,CUST438,Female,42.0,Clothing,1,30.0,50.70210638700166
991,2023-12-26,CUST991,Female,34.0,Clothing,2,50.0,100.0
365,2023-06-11,CUST365,Male,31.0,Clothing,1,300.0,300.0
230,2023-04-23,CUST230,male,54.0,Beauty,1,,25.0
38,2023-03-21,CUST038,Male,38.0,Beauty,4,50.0,200.0
670,2023-10-05,CUST670,Male,27.0,Beauty,1,30.0,30.0
143,2023-07-17,CUST143,Female,45.0,Clothing,1,50.0,50.0
375,2023-09-17,CUST375,Male,32.0,Clothing,1,50.0,50.0
470,2023-05-17,CUST470,Female,,Clothing,2,500.0,1000.0
105,2023-07-25,CUST105,Female,22.0,Electronics,1,500.0,500.0
886,2023-04-09,CUST886,Male,37.0,Electronics,3,300.0,900.0
735,2023-10-04,CUST735,Female,64.0,Clothing,4,500.0,2000.0
757,not-a-date,CUST757,female,43.0,Electronics,4,300.0,1200.0
195,2023-02-05,CUST195,Male,52.0,Clothing,1,30.0,30.0
890,2023-12-20,CUST890,Male,34.0,electronics,2,25.0,50.0
900,2023-02-21,CUST900,Male,21.0,Clothing,2,30.0,60.0
504,2023-05-16,CUST504,Female,38.0,Beauty,3,50.0,150.0
759,2023-07-08,CUST759,Male,49.0,Electronics,2,50.0,100.0
865,2023-12-21,,Female,42.0,,1,300.0,300.0
580,2023-12-06,CUST580,Female,31.0,Clothing,3,500.0,1500.0
693,2023-04-23,CUST693,Male,,Beauty,3,500.0,1500.0
681,2023-07-14,CUST681,Female,43.0,electronics,2,30.0,60.0
163,2023-01-02,CUST163,Female,64.0,Clothing,3,50.0,150.0
733,2023-08-29,CUST733,male,34.0,Beauty,1,30.0,30.0
153,2023-12-16,CUST153,Male,63.0,Electronics,2,500.0,1000.0
712,2023-12-06,CUST712,Female,57.0,Beauty,2,25.0,50.0
731,2023-05-10,CUST731,Male,54.0,Clothing,4,500.0,2000.0
787,2023-01-22,CUST787,Male,41.0,Electronics,1,25.0,25.0
112,2023-12-02,CUST112,Male,37.0,Clothing,3,500.0,1500.0
227,2023-10-11,CUST227,Male,36.0,Electronics,2,50.0,100.0
719,2023-04-04,CUST719,Female,42.0,Clothing,2,30.0,60.0
104,2023-06-11,CUST104,Female,34.0,Beauty,2,500.0,1690.0702129000554
422,2023-06-20,CUST422,Female,28.0,Clothing,3,30.0,90.0
420,2023-01-23,CUST420,Female,22.0,Clothing,4,500.0,2000.0
782,2023-06-04,CUST782,Male,59.0,,3,300.0,900.0
587,2023-06-08,CUST587,Female,40.0,Beauty,4,300.0,1200.0
812,2023-11-12,CUST812,Male,19.0,Electronics,3,25.0,75.0
673,2023-02-01,CUST673,Female,43.0,clothing,3,500.0,1500.0
120,2023-05-07,CUST120,Male,60.0,Beauty,1,50.0,84.50351064500276
54,2023-02-10,CUST054,Female,38.0,Electronics,3,500.0,1500.0
152,2023-02-28,CUST152,Male,43.0,Electronics,4,500.0,2000.0
404,2023-05-25,CUST404,Male,46.0,electronics,2,500.0,1000.0
985,2023-05-30,CUST985,Female,19.0,Electronics,2,25.0,50.0
208,2023-10-04,CUST208,Female,34.0,Electronics,4,50.0,200.0
659,2023-03-19,CUST659,Female,39.0,Electronics,1,30.0,30.0
925,2023-09-03,CUST925,Male,25.0,Electronics,1,,300.0
794,2023-09-17,CUST794,Female,60.0,Beauty,1,300.0,300.0
9,2023-12-13,CUST009,Male,63.0,Electronics,2,300.0,600.0
980,2023-07-29,CUST980,Female,31.0,Electronics,3,25.0,75.0
37,2023-05-23,CUST037,Female,18.0,Beauty,3,25.0,75.0
453,2023-12-08,CUST453,Female,26.0,Clothing,2,500.0,1000.0
652,2023-05-01,CUST652,Female,34.0,Beauty,2,50.0,100.0
254,2023-07-28,CUST254,Male,41.0,Electronics,1,500.0,500.0
304,2023-07-19,CUST304,female,37.0,Electronics,2,30.0,60.0
778,2023-11-18,CUST778,Female,,Beauty,4,25.0,100.0
572,2023-04-20,CUST572,Male,31.0,clothing,4,500.0,2000.0
624,2023-08-26,CUST624,Female,34.0,Beauty,3,300.0,900.0
741,2023-11-30,CUST741,,48.0,Clothing,1,300.0,300.0
751,2023-08-31,CUST751,Female,42.0,Clothing,2,25.0,50.0
263,2023-08-28,CUST263,Male,23.0,Beauty,2,,60.0
611,2023-02-24,CUST611,Male,51.0,Beauty,3,500.0,1500.0
298,2023-04-20,CUST298,Male,27.0,Beauty,4,300.0,1200.0
415,2023-01-27,CUST415,Male,53.0,Clothing,2,30.0,60.0
151,not-a-date,CUST151,Male,29.0,Clothing,1,50.0,50.0
820,2023-05-06,CUST820,Male,49.0,Electronics,4,50.0,200.0
641,2023-11-23,CUST641,Female,40.0,Electronics,1,300.0,300.0
926,2023-08-14,CUST926,Male,22.0,Electronics,1,30.0,30.0
551,2023-07-14,CUST551,Male,45.0,Electronics,3,300.0,900.0
823,2023-08-19,CUST823,Female,56.0,Electronics,2,50.0,100.0
489,2023-05-23,CUST489,Male,44.0,Electronics,-3,30.0,30.0
711,2023-10-16,CUST711,Male,26.0,Electronics,3,500.0,1500.0
148,2023-05-09,CUST148,Male,18.0,Clothing,2,30.0,60.0
147,2023-09-28,CUST147,Male,,Electronics,1,300.0,300.0
752,2023-12-09,CUST752,Male,29.0,Clothing,2,50.0,100.0
971,2023-12-05,CUST971,Female,27.0,Electronics,4,50.0,200.0
771,2023-12-13,CUST771,Male,24.0,Electronics,2,25.0,50.0
660,2023-04-29,CUST660,Female,38.0,Beauty,2,500.0,1000.0
349,2023-10-26,CUST349,Female,57.0,Beauty,1,50.0,50.0
464,2023-01-13,CUST464,Male,38.0,Electronics,2,300.0,600.0
326,2023-09-15,CUST326,Female,18.0,Clothing,3,25.0,75.0
187,2023-06-07,CUST187,Female,,Clothing,2,50.0,100.0
124,2023-10-27,CUST124,Male,33.0,Clothing,4,500.0,2000.0
889,2023-10-02,CUST889,Female,35.0,Electronics,1,50.0,50.0
609,2023-12-19,CUST609,Female,47.0,Clothing,2,50.0,100.0
144,2023-07-15,CUST144,Female,59.0,Beauty,3,500.0,1500.0
655,2023-06-13,CUST655,female,55.0,,1,500.0,500.0
198,2023-03-07,CUST198,Female,54.0,Beauty,3,300.0,900.0
610,2023-01-03,CUST610,Female,26.0,Beauty,2,300.0,600.0
280,2023-04-04,CUST280,Female,37.0,Clothing,3,500.0,1500.0
294,2023-03-27,CUST294,Female,23.0,Clothing,3,30.0,90.0
401,2023-10-11,CUST401,Female,62.0,Clothing,1,300.0,300.0
123,2023-05-15,CUST123,Female,40.0,Electronics,2,30.0,60.0
184,2023-01-10,CUST184,Male,31.0,Electronics,4,50.0,200.0
203,2023-05-16,CUST203,Male,56.0,Clothing,2,500.0,1000.0
439,2023-07-09,CUST439,Male,50.0,Clothing,3,25.0,
247,2023-10-04,CUST247,Male,41.0,Electronics,2,30.0,60.0
416,2023-02-17,CUST416,Male,53.0,Electronics,4,500.0,2000.0
808,2023-04-01,CUST808,Male,33.0,Beauty,4,500.0,2000.0
797,2023-01-07,CUST797,Male,40.0,Clothing,3,25.0,75.0
960,2023-08-08,CUST960,Male,59.0,Clothing,2,30.0,60.0
800,2023-02-24,CUST800,Male,32.0,Clothing,4,300.0,2028.0842554800663
924,2023-08-29,CUST924,Male,55.0,Beauty,2,50.0,100.0
130,2023-03-12,CUST130,Female,57.0,Clothing,1,500.0,500.0
638,2023-08-19,CUST638,Male,46.0,Electronics,1,500.0,500.0
403,2023-05-20,CUST403,Male,32.0,Clothing,2,300.0,600.0
937,not-a-date,CUST937,Female,62.0,Beauty,1,500.0,500.0
802,2023-07-05,CUST802,Female,46.0,Beauty,1,30.0,30.0
736,2023-01-27,CUST736,,29.0,Clothing,4,25.0,100.0
950,2023-11-07,CUST950,Male,36.0,Clothing,3,300.0,900.0
220,2023-03-03,CUST220,male,64.0,Beauty,1,500.0,500.0
642,2023-05-22,CUST642,Female,54.0,Clothing,4,25.0,100.0
952,2023-11-13,CUST952,Female,57.0,Clothing,1,25.0,25.0
784,2023-11-04,CUST784,Female,34.0,electronics,1,500.0,500.0
